id,character,actions,title,link,characters,text,char_length,word_length
24,monkey,0,the lion and the mouse,http://mythfolklore.net/aesopica/oxford/70.htm,"['lion', 'mouse']","Some field-mice were playing in the woods where a lion was sleeping when one of the mice accidentally ran over the lion. The lion woke up and immediately grabbed the wretched little mouse with his paw. The mouse begged for mercy, since he had not meant to do the lion any harm. The lion decided that to kill such a tiny creature would be a cause for reproach rather than glory, so he forgave the mouse and let him go. A few days later, the lion fell into a pit and was trapped. He started to roar, and when the mouse heard him, he came running. Recognizing the lion in the trap, the mouse said to him, 'I have not forgotten the kindness that you showed me!' The mouse then began to gnaw at the cords binding the lion, cutting through the strands and undoing the clever ingenuity of the hunter's art. The mouse was thus able to restore the lion to the woods, setting him free from his captivity. Let no one dare to harm even the smallest among us.",946.0,203.0
24,elected,0,"the ant, the pigeon and the bird catcher",http://mythfolklore.net/aesopica/oxford/71.htm,"['ant', 'pigeon', 'bird', 'catcher']","An ant was thirsty and went down to a spring expecting to take a drink of water, but instead he found himself in danger of drowning. A pigeon snapped off a leaf from a nearby tree and threw it to the ant so that he could save himself by climbing up onto the leaf. Meanwhile, a bird catcher showed up and prepared his limed reeds, intending to capture the pigeon. The ant then bit the bird catcher on the foot which caused the bird catcher to shake his limed reeds, warning the pigeon who flew off to safety. The story shows that even dumb beasts experience fellow feeling and come to one another's aid.",602.0,124.0
24,king,0,"the snake, the eagle and the farmer",http://mythfolklore.net/aesopica/oxford/72.htm,"['snake', 'eagle', 'farmer']","A story about an eagle and a snake, exhorting us to be the first to grant a favour. A snake and an eagle were grappling with one another as they fought. The snake had tightened his hold on the eagle when a farmer saw them and freed the eagle from the grip of the snake. The snake was angry about what had happened, so he went and poisoned the man's drinking water. But just as the unsuspecting farmer was about to take a drink, the eagle flew down and snatched the cup out of his hands. The man who treats others well is rewarded by gratitude.",543.0,116.0
24,animals,0,the eagle and the farmer,http://mythfolklore.net/aesopica/oxford/73.htm,"['eagle', 'farmer']","An eagle was caught by a farmer but the farmer let him go when he realized what he had caught. The eagle did not forget this good deed, and when he saw the farmer sitting under a wall that was on the verge of collapsing, he snatched the bandana from the man's head, wanting to rouse the man from his seat and make him stand up. After the man set off in pursuit, the kindly eagle dropped what he had snatched and thus fully repaid the man's good deed: the man would have been crushed by the wall's collapse if he had stayed there any longer. After a while the man came back to where he had been sitting and found that the upright section of the wall had fallen to the ground. This fable shows that if anyone does you a favour you must repay them in kind.",753.0,162.0
25,doves,0,the snake and the farmer,http://mythfolklore.net/aesopica/oxford/74.htm,"['snake', 'farmer']","In the house of a certain farmer there lived a snake who regularly came to the table and was fed on scraps of food. Not long afterwards the farmer grew rich, but then he became angry at the snake and tried to attack him with an axe. The farmer then lost his wealth and he realized that he had prospered because of the good luck he had gained from the snake before having wounded him. The farmer then begged the snake to forgive him for his evil deed, and the snake replied, 'You are sorry for what you have done, but you must not expect me to be your faithful friend until this scar heals. It is not possible for me to be truly reconciled to you until all thought of that treacherous axe has left my mind.' The person who injures anyone at any time must be treated with suspicion, which is a serious obstacle to the restoration of affection among friends.",855.0,175.0
25,kite,0,the snake and the farmer,http://mythfolklore.net/aesopica/oxford/75.htm,"['snake', 'farmer']","There was a snake who used to lurk around the front door of a farmer's house. One day the snake struck the man's son, biting him on the foot. The boy died on the spot. The boy's parents were filled with immense sorrow and the grief-stricken father seized his axe and tried to kill the malevolent snake. When the snake fled his pursuer, the man hurried after him, raising his weapon, determined to strike, but as the farmer was about to deal the snake a deadly blow, he missed and managed only to cut off the tip of his tail. The man was terrified at the thought that he might have killed the snake, so he took cakes and water along with honey and salt and called to the snake, wanting to make peace with him. The snake, however, only hissed softly at the farmer from where he had hidden himself in the rocks and said: 'Man, do not trouble yourself any longer: there can be no possible friendship between us any more. When I look upon my tail, I am in pain. The same is true for you: whenever you look again upon the grave of your son, you will not be able to live in peace with me.' The fable shows that no one can put aside thoughts of hatred or revenge so long as he sees a reminder of the pain that he suffered.",1214.0,267.0
26,trees,0,the panther and the people,http://mythfolklore.net/aesopica/oxford/76.htm,"['panther', 'people']","People who have been treated with contempt repay the deed in kind. A panther foolishly happened to have fallen into a pit. The local villagers saw her there and some of them attacked her with sticks or pelted her with stones. There were others who felt sorry for the creature since she seemed sure to die even though she had not done any harm, so they brought her bread to keep up her strength. Night fell and everyone went home, confident that they would find the panther dead when the next day dawned. However, as soon as she recovered from her weakness and regained her strength, the panther escaped from the pit with a mighty leap and hurried quickly home to her den. A few days later she descended upon the village, slaughtering the sheep and even killing the shepherds as she laid waste to everything around her in a furious attack of rage. At this point even the people who had shown mercy to the beast began to fear what lay in store for them. Without a word about the damage that the panther had wrought, they begged her just to spare their lives. The panther then said, 'I am well aware of who pelted me with stones and who gave me bread, so put aside your fears. I have returned as an enemy only to those who wanted to hurt me.' ",1240.0,254.0
26,elect,0,the dog and the gardener,http://mythfolklore.net/aesopica/oxford/77.htm,"['dog', 'gardener']","A gardener had a dog who had fallen into a well. The gardener lowered himself down into the well to pull the dog out, but the dog only gave the man a nasty bite, thinking that the man intended to plunge him even deeper into the water. After the dog had bitten him, the gardener said, 'It serves me right for making such an effort to pull you out of the well, when all you can do is attack me.' This fable indicts people who are foolish and ungrateful.",451.0,99.0
26,king,0,"the sheep, the shepherd and his cloak",http://mythfolklore.net/aesopica/oxford/78.htm,"['sheep', 'shepherd', 'cloak']","A shepherd had driven his sheep into a stand of oaks. He then spread his cloak under an oak tree and climbed up into the tree in order to shake the acorns down. As the sheep ate the acorns, they also ate the shepherd's cloak, unbeknownst to the shepherd. The shepherd then climbed down from the tree and when he saw what had happened, he said, 'Oh you wicked creatures! You give wool to other people so that they can make clothes but you take my clothes and ruin them, even though I am the one who feeds you!' The fable shows that people frequently do favours for someone who has nothing to do with them, while treating their own family members unkindly.",654.0,137.0
27,jupiter,0,the bees and the beekeeper,http://mythfolklore.net/aesopica/oxford/79.htm,"['bees', 'beekeeper']","A thief got into a beekeeper's property when its owner was away and stole the honeycombs. When the owner came back and saw that the beehives were empty, he stood there puzzling over what had happened. The bees then came back from their pastures and when they found the beekeeper there, they attacked him fiercely with their stings. The beekeeper said to the bees, 'You wretched creatures! You let the man who stole your honeycombs get away with impunity while you direct your rage at me, the very person who takes care of you!' So too there are people who foolishly leave themselves unprotected against their enemies and push their friends away as if those friends were plotting against them.",692.0,132.0
27,frogs,0,the deer and the vine,http://mythfolklore.net/aesopica/oxford/80.htm,"['deer', 'vine']","A deer who was being pursued by hunters hid under a grapevine. When the hunters had passed by, she turned her head and began to eat the leaves of the vine. One of the hunters turned and when he saw the deer, he hurled his javelin and struck her. As she was dying, the deer groaned to herself, 'It serves me right, since I injured the vine that saved me!' This fable can used against people who are punished by God for having harmed their benefactors.",450.0,97.0
28,monk,0,the nut tree and the people,http://mythfolklore.net/aesopica/oxford/81.htm,"['nut', 'tree', 'people']","There was a nut tree standing by the side of the road who had a great many nuts and the people walking along the road used to knock them off by throwing sticks and stones at the tree. The nut tree then said sadly, 'Woe is me! People gladly enjoy my fruits, but they have a terrible way of showing their gratitude.' The fable indicts those ungrateful and wicked people who requite good deeds with cruelty.",404.0,83.0
28,abbots,0,the travellers and the plane tree,http://mythfolklore.net/aesopica/oxford/82.htm,"['travellers', 'plane', 'tree']","Around noon on a summer's day, some travellers who were exhausted by the heat caught sight of a plane tree. They went and lay down in the shade of the tree in order to rest. Looking up at the tree, they remarked to one another that the plane tree produced no fruit and was therefore useless to mankind. The plane tree interrupted them and said, 'What ungrateful people you are! You denounce my uselessness and lack of fruit at the very moment in which you are enjoying my kindness!' Likewise, even when a person treats his neighbours well, his goodness can unfortunately be called into question.",595.0,119.0
29,hedgehog,0,"the two men, the eagle and the fox",http://mythfolklore.net/aesopica/oxford/83.htm,"['men', 'eagle', 'fox']","An eagle was once caught by a man who immediately clipped his wings and turned him loose in the house with the chickens. The eagle was utterly dejected and grief-stricken. Another man bought the eagle and restored the eagle's feathers. The eagle then soared on his outspread wings and seized a hare, which he promptly brought back as a gift for the man who had rescued him. A fox saw what the eagle was doing and shouted, 'He's not the one who needs your attention! You should give the hare to the first man, so that if he ever catches you again, he won't deprive you of your wing feathers like the first time.' The fable shows that we should give appropriate thanks to our benefactors, while avoiding evil-doers.",713.0,145.0
29,fox,0,"the man, the mare and the foal",http://mythfolklore.net/aesopica/oxford/84.htm,"['man', 'mare', 'foal']","A man was riding a pregnant mare and she gave birth to her foal while they were still on the road. The new-born foal followed directly behind his mother but soon became unsteady on his feet. The foal then said to the man, 'Look, you can see that I am very small and not strong enough to travel. If you leave me here, I am sure to die. But if you carry me away from here back to your home and bring me up, then later on, when I am grown, I shall let you ride me.' The fable shows that we should do favours for someone who can do us a good deed in return.",553.0,129.0
29,ticks,0,diogenes and the ferryman,http://mythfolklore.net/aesopica/oxford/85.htm,"['diogenes', 'ferryman']","On his travels, Diogenes the Cynic came to a stream that was flooded. He stood on the bank, unable to go any farther. One of those ferrymen who regularly carry people across rivers saw that Diogenes did not know what to do so he approached the philosopher, picked him up, and kindly carried him across the water. Diogenes then stood on the opposite shore, bewailing the poverty that prevented him from rewarding the man for his good deed. While Diogenes was still pondering this state of affairs, the ferryman saw another traveller who could not get across, so he ran off to offer his assistance. Diogenes accosted the ferryman and said, 'Well, I do not feel in your debt any longer for the favour that you did me. This is not an act of judgment on your part - it's an addiction!' The story shows that someone who assists both the truly good and those who are undeserving is not seen as a philanthropist, but is instead regarded as a madman.",941.0,191.0
30,wolves,0,"the wolf, the fox and the gift",http://mythfolklore.net/aesopica/oxford/86.htm,"['wolf', 'fox', 'gift']","A fox was standing not far from a trap, pondering every possible approach. A nearby wolf noticed the fox and approached her. He then asked the fox if he might be allowed to take the meat, and the fox replied, 'Go ahead and help yourself! You're welcome to it, seeing as you are one of my very dearest friends.' The wolf rushed up without a moment's hesitation and as he learned forward over the trap he released the trigger so that the rod sprang free, striking his snout and forehead. 'If this is the sort of gift you give you to your friends,' said the wolf, 'why would anyone ever want to be your friend?' ",609.0,133.0
30,dogs,0,the bird catcher and the lark,http://mythfolklore.net/aesopica/oxford/87.htm,"['bird', 'catcher', 'lark']","A bird-catcher had set up his snare for the birds. A lark observed these preparations and asked the bird-catcher what he was doing. The man said to the lark that he was founding a city. The man then moved away from the snare. The bird, believing what the man had said, approached and ate some of the bait. Then, without realizing it, he was trapped in the snare. As the bird-catcher ran up and grabbed hold of the lark, the bird said to him, 'Look here, if this is the sort of city you are founding, you won't find many inhabitants for it!' The story shows that households and cities are most likely to be deserted when there are harsh people in charge.",653.0,141.0
31,wolves,0,the dog catcher and the dog,http://mythfolklore.net/aesopica/oxford/88.htm,"['dog', 'catcher', 'dog']","A man saw a dog walking by and threw him some bits of food. The dog then said to the man, 'O man, keep away from me! All your well-wishing warns me to be even more on my guard.' This fable shows that people who offer to give someone many gifts are no doubt trying to deceive him.",279.0,66.0
31,sheep,0,"the birds, the peacock and his feathers",http://mythfolklore.net/aesopica/oxford/89.htm,"['birds', 'peacock', 'feathers']","Against vanity and so on. The peacock was a remarkable bird both because of the beauty of his feathers with their various colours and also because he was gentle and courteous. On his way to the assembly of the birds, the peacock ran into the raven. The raven asked the peacock if he would give him two of his feathers. The peacock said, 'What will you do for me in return?' The raven replied, 'I will squawk your praises throughout the courts in the presence of all the other birds!' So the peacock gave the raven two of his feathers. The crow then made the same request of the peacock and obtained two of the peacock's feathers, as did the cuckoo and all kinds of other birds, until finally the peacock was plucked completely bare. The peacock was supposed to nourish and protect his chicks but he was unable to do so since he didn't have any feathers. Winter came, and he died. His chicks went away and lived as best as they could on their own. ",947.0,199.0
31,ram,0,the deer and her friends,http://mythfolklore.net/aesopica/oxford/90.htm,"['deer', 'friends']","A deer had fallen ill and was resting on the grassy plain. When the other animals came to see her, they ate up all the grass in her pasture. As a result, when the deer recovered from her illness, she ended up dying since her pasture had come to an end. The fable shows that there is no benefit in having lots of foolish friends; in fact, it can be a disaster.",359.0,81.0
32,wolves,0,the two friends and the bear,http://mythfolklore.net/aesopica/oxford/91.htm,"['friends', 'bear']","A man was travelling together with his friend along a narrow road through unknown mountains and winding valleys. He felt safe because he and his friend could combine forces to fight whatever danger Fortune might put in their way. As they were travelling along discussing various subjects, a bear suddenly confronted them in the middle of the road. One of the men ran straight for a tree and grabbed at a branch in order to suspend his trembling body in the foliage. The other man stood stock still and then fell to the ground on purpose, pretending to be dead. The wild beast immediately ran up to him, eager to seize her victim. With her curved bear claws, she lifted the wretched man up off the ground, but since his limbs had grown stiff and frozen with fear (for the usual warmth of life had left his body), the bear concluded that he was nothing but a rotting corpse. Thus, despite her hunger, the bear abandoned the man and went away to her den. The men gradually began to relax and started up their conversation again. The man who had only just now fled in fear was feeling far too sure of himself and he said to his companion, 'Tell me, my friend, what did that bear say to you while you were lying there shaking? She must have told you many things in that lengthy private conversation.' The other man replied, 'Indeed, she gave me some quite important advice including, alas, one particular command that I cannot afford to forget: Do not be too quick to resume your fellowship with that other man, in case you fall once again into the clutches of another wild beast.' ",1577.0,321.0
32,sheep,0,the two soldiers and the robber,http://mythfolklore.net/aesopica/oxford/92.htm,"['soldiers', 'robber']","Two soldiers happened to fall into the clutches of a robber: one of the soldiers ran away while the other stood his ground and defended himself with all the strength he could muster. As soon as the robber had been beaten back, the soldier's cowardly companion ran up, drawing his sword and even throwing aside his cloak as he said 'Let me at him; I will make sure he knows who it is he has dared to attack!' The one who had fought with the robber replied, 'I only wish that you had been here to help me with your words; even if you did nothing more than that, I would have believed what you were saying and would have fought with even greater determination. But please put away your sword and shut your useless mouth: you might be able to fool people who do not know you, but I have learned by experience with what prowess you turn tail and run, and how unreliable your courage really is.' This tale should be applied to a man who is confident when things are going well but who proves a coward when the outcome is in doubt.",1024.0,215.0
32,dogs,0,the travellers and the ax,http://mythfolklore.net/aesopica/oxford/93.htm,"['travellers', 'ax']","Two men were walking down the same road together when one of them found an axe. 'Eureka!' he cried, 'I found it!' The one who didn't find the axe said to him, 'Don't say ""I found it"" -- say ""we found it"" instead.' A little while later the people who had lost the axe caught up with them, and when they started to chase the man who was holding the axe, he said to his fellow traveller, 'We are lost!' The fellow traveller answered, 'Incorrect! You should say ""I am lost,"" not ""we are lost,"" since when you found the axe and you said ""I"" found it, not ""we"" found it.' The story shows that if people are not allowed to share in your good fortune, they will not stand by you in times of trouble.",691.0,174.0
33,sheep,0,socrates and his friends,http://mythfolklore.net/aesopica/oxford/94.htm,"['socrates', 'friends']","The word 'friend' is in common use but true friends are hard to find. Socrates had erected for himself a very modest house - and I myself would even be willing to die as Socrates died if I could achieve an equal fame, yes, I would be willing to suffer the same public disapproval if I too could be vindicated after death! Anyway, just as you would expect on such an occasion, one of his neighbours had to ask, 'Why is it, Socrates, that someone like you would build himself such a tiny little house?' 'Ah,' said Socrates, 'if only I could fill it with true friends!' ",567.0,124.0
33,injured,0,the cat and the birds,http://mythfolklore.net/aesopica/oxford/95.htm,"['cat', 'birds']","The cat pretended that it was his birthday and invited the birds to a party. When the birds had come in, the cat seized the opportunity: he shut the doors of his house and proceeded to devour the birds one after another. This fable can be applied to people who set off with high hopes of something pleasant but who actually experience the exact opposite.",354.0,70.0
33,wolf,0,the raven and the birds,http://mythfolklore.net/aesopica/oxford/96.htm,"['raven', 'birds']","The raven pretended that it was his birthday and invited the birds to a party. Once the birds were inside, he locked the door and began to kill them one by one. This fable is meant for people who rush off to some merry feast but who find that things are the opposite of what they expected.",289.0,61.0
34,shepherd,0,the cricket and the owl,http://mythfolklore.net/aesopica/oxford/97.htm,"['cricket', 'owl']","Someone who does not respect his associates will usually be punished for his conceited behaviour. The cricket was making a great deal of noise and this greatly annoyed the owl, since she was accustomed to seek out her food in the darkness of night and to sleep during the day inside the hollowed-out branch of a tree. The owl thus asked the cricket to keep quiet, which only provoked the cricket to make an even greater racket. Again the owl asked the cricket to keep quiet, and this triggered a still greater outburst of noise. When the owl saw that she was accomplishing nothing since the cricket simply scorned her requests, she decided to trick the chattering insect. 'Given that I cannot sleep because of your singing,' said the owl, 'which of course one might easily mistake for the tuneful strains of Apollo's lyre, I've decided to drink some of the nectar which Athena recently gave me as a gift. Please come and let's drink it together, if that meets with your approval.' The cricket happened to be extremely thirsty and she was also quite pleased by the compliments which the owl had paid to her singing, so she gladly flew to where the owl was waiting. The owl then sealed up the entrance and seized the trembling cricket and brought an end to her life: what the cricket refused to do while living, she conceded in death. ",1333.0,264.0
34,wolf,0,"the night-owl, the cat and the mouse",http://mythfolklore.net/aesopica/oxford/98.htm,"['night-owl', 'cat', 'mouse']","A night-owl asked a cat if the cat would agree to carry him around, so that together they could go look for someone to talk to. The cat took the owl to the house of a mouse. The owl asked the cat to announce him and he did so. When the mouse heard the voice of the cat, he came to the door of his house and said, 'What do you two want from me? What do you have to say?' 'We want to talk with you,' said the owl and the cat. The mouse understood that these two had devised some evil plot against him, so he replied, 'A curse on you, my lord cat, and a curse on the one you are carrying-- and a curse on your house, and on your sons and your daughters, and on all your damn relatives! You did badly to come here, and I hope that bad things will befall you on your way back home!' For people who do not know how to speak nicely to their enemies, thus creating enmity and getting into trouble.",889.0,210.0
34,cubs,0,"the bull, the lion and the dinner invitation",http://mythfolklore.net/aesopica/oxford/99.htm,"['bull', 'lion', 'dinner', 'invitation']","There was once a lion who wanted to set a trap for a wild bull. He pretended to be making a sacrifice to the mother of the gods and asked the bull to come share the feast. The bull said that he would come, suspecting nothing. But when he arrived and stood in the lion's door, he looked and saw many bronze cooking pots filled with boiling water, along with cleavers and knives for skinning, all newly polished. Yet the bull didn't see anything that could be offered for sacrifice except a single trussed-up rooster. The bull then turned tail and ran back to the mountains. Later on the lion happened to run into the bull and criticized his behaviour. The bull said, 'I came to your house, and here's the proof that I was there: you had no sacrificial victim on hand that was equal to the scale of your butcher shop.' ",817.0,173.0
35,shepherd,0,the wolf and the goat on the cliff,http://mythfolklore.net/aesopica/oxford/100.htm,"['wolf', 'goat', 'cliff']","There was a goat grazing up high on a cliff. At the bottom of the cliff there was a wolf who wanted to catch the goat and eat her. Since it was impossible for the wolf to climb up the cliff, he stood down below and said to the goat, 'You poor creature! Why have you left the level plains and meadows in order to graze upon the cliff? Are you trying to tempt death from that height?' The goat said to the wolf in response, 'I know how often I have managed to frustrate you! What makes you think that you can now get me to come down off this cliff so that you can eat me for dinner?' The fable shows that sometimes people give you advice that is to their advantage but which is dangerous for you.",694.0,154.0
35,wolf,0,the fox and the ground-bird,http://mythfolklore.net/aesopica/oxford/101.htm,"['fox', 'ground-bird']","There is a bird that country folk call 'ground-bird,' which makes sense, because this bird makes her nest on the ground. A ground-bird happened to run into a conniving vixen, and as soon as she noticed her, the ground-bird flew even higher on her wings. 'Greetings!' said the vixen, 'May I ask why you are running away? It's not as if there were not plenty of food for me here in the field -- grasshoppers, beetles, locusts in abundance -- so there's nothing for you to be afraid of. I am actually very fond of you because of your retiring manner and honest ways.' The singing bird replied, 'Your words are certainly pleasant to hear, but I am no equal to you on the ground. Here in the air, though, I can hold my own. Why don't you come on up with me? This is the place where I would trust you with my life!' ",810.0,183.0
35,cub,0,the dogs and the crocodiles,http://mythfolklore.net/aesopica/oxford/102.htm,"['dogs', 'crocodiles']","If you try to deceive someone who has his wits about him, you will waste your time and be made fun of as well. Legend has it that when dogs drink from the Nile they do so on the run to avoid being caught by the crocodiles. So when a certain dog started to lap some water as he ran, a crocodile said, 'Drink as much as you want, take your time, don't be afraid!' The dog then said to the crocodile, 'By god, I would do just that, if I didn't already know that you have a craving for my flesh!' ",493.0,118.0
36,shepherd,0,the wolf and the sheep in the sheepfold,http://mythfolklore.net/aesopica/oxford/103.htm,"['wolf', 'sheep', 'sheepfold']","A solitary sheep suddenly caught sight of a wolf and fled into the sheepfold, which by chance had been left open since there was a sacrifice was being readied for the holiday. The wolf did not come within the walls of the sheepfold but stood outside and tried to win the sheep's trust. 'Don't you see that altar there covered with blood?' said the wolf. 'Come out, or else they will seize you and sacrifice you too.' The sheep replied, 'Don't you worry about my place of refuge; I'm doing just fine. And even if things turn out as you say, I would rather become an offering for the god than a meal for a wolf!' ",611.0,135.0
36,wolf,0,the fox and the raven,http://mythfolklore.net/aesopica/oxford/104.htm,"['fox', 'raven']","A story about a fox and a raven which urges us not to trust anyone who is trying to deceive us. The raven seized a piece of cheese and carried his spoils up to his perch high in a tree. A fox came up and walked in circles around the raven, planning a trick. 'What is this?' cried the fox. 'O raven, the elegant proportions of your body are remarkable, and you have a complexion that is worthy of the king of the birds! If only you had a voice to match, then you would be first among the fowl!' The fox said these things to trick the raven and the raven fell for it: he let out a great squawk and dropped his cheese. By thus showing off his voice, the raven let go of his spoils. The fox then grabbed the cheese and said, 'O raven, you do have a voice, but no brains to go with it!' If you follow your enemies' advice, you will get hurt.",836.0,197.0
36,cub,0,the cat and the stork,http://mythfolklore.net/aesopica/oxford/105.htm,"['cat', 'stork']","We should strive to be like the stork who was carrying home an eel as food for herself and her chicks. The cat saw a stork carrying an eel. Now, the cat is a creature who dearly loves fish although he doesn't like to get his feet wet. So the cat said to the stork, 'O most beautiful bird! You have such a red beak and such white feathers! Could it be that your beak is just as red on the inside as it is on the outside?' The stork refused to answer the cat, keeping her mouth shut so that she wouldn't lose her eel. The angry mouser then began insulting the stork, 'Why, you must be deaf or dumb! Why don't you answer me, you wretched creature? You do eat snakes sometimes, don't you? Snakes are poisonous and filthy! A nice animal likes to eat nice things, but you like to eat filthy things that are not nice at all! That means you are the most filthy bird in the world!' The stork didn't say anything, and just kept on walking, carrying her eel. ",948.0,218.0
36,wolf,0,"the lion, the bull and his horns",http://mythfolklore.net/aesopica/oxford/106.htm,"['lion', 'bull', 'horns']","A lion once saw a bull and, although he was extremely hungry, he feared being gored by the bull's horns. The lion had found the remedy for his disease, but could not administer the cure. Hunger eventually won out, and prompted him to grapple with the bull. Still, the size of the bull's horns deterred him. Finally he heeded his hunger, pretended to be friends, and prepared to trick the bull (when trouble is at hand, even valour quails; if it sees a risk in attempting to prevail by force, subterfuge is used). 'I commend your strength,' said the lion, 'and how I admire your beauty - your head, your whole physique! And what wonderful feet and hooves! But what a heavy burden you carry on your head! Take that useless contraption off! Your head will look better without it, and you will be free of the weight - the change will be altogether an improvement. Why do you need horns when you live at peace with the lion?' The bull was convinced. But as soon as he put aside the strength of his armour, he was easy prey for the lion dined without fear. Believing your enemies makes you fall victim to their tricks and gets you into trouble.",1138.0,246.0
37,blind,0,the cicada and the fox,http://mythfolklore.net/aesopica/oxford/107.htm,"['cicada', 'fox']","A cicada was singing on top of a tall tree. The fox wanted to eat the cicada, so she came up with a trick. She stood in front of the tree and marvelled at the cicada's beautiful song. The fox then asked the cicada to come down and show himself, since the fox wanted to see how such a tiny creature could be endowed with such a sonorous voice. But the cicada saw through the fox's trick. He tore a leaf from the tree and let it fall to the ground. Thinking it was the cicada, the fox pounced and the cicada then said, 'Hey, you must be crazy to think I would come down from here! I've been on my guard against foxes ever since I saw the wings of a cicada in the spoor of a fox.' The fable shows that a discerning person is made wise by the misfortunes of his neighbours.",769.0,173.0
37,man,0,the monkeys and the two men,http://mythfolklore.net/aesopica/oxford/108.htm,"['monkeys', 'men']","There were two men travelling together: one was a liar and the other always told the truth. Their journey led them to the land of the monkeys. There was a whole crowd of monkeys there and one of them noticed the travellers. The monkey who was clearly their leader ordered that the men be detained. Since he wanted to know what the men thought of him, he commanded all rest of the monkeys to stand before him in a long line to his right and to his left, while a seat was prepared for him to sit on (this monkey had once seen the emperor, so he was ordering his monkeys to line up for him in the same way). The men were then told to come forward into the midst of the monkeys. The chief monkey said, 'Who am I?' The liar said, 'You are the emperor!' Then the monkey asked, 'And those whom you see standing before me: who are they?' The man answered, 'They are your noble companions, your chancellors, your officials and the commanders of your armies!' Because these lies flattered the monkey and his troops, he ordered that the man be showered with presents. All the monkeys were fooled by his flattery. Meanwhile, the man who always told the truth thought to himself, 'If that liar received such rewards for telling lies, then surely I will receive an even greater reward for telling the truth.' The chief monkey said to the second man, 'Now you tell me who I am, and who are these whom you see standing before me?' And the man who always loved the truth and never lied said to the monkey, 'You are simply a monkey, and all of these similar simians are monkeys as well!' The chief monkey immediately ordered the monkeys to attack the man with their teeth and claws because he had spoken the truth. For wicked people who love to tell lies and to make trouble, attacking honesty and truth.",1786.0,379.0
37,cub,0,"the wolf, the fox and three true things",http://mythfolklore.net/aesopica/oxford/109.htm,"['wolf', 'fox', 'three', 'true', 'things']","A wretched fox had fallen into the clutches of a wolf. She begged the wolf to spare her life and not to kill her, old as she was. The wolf said, 'By Pan, I will let you live if you tell me three true things.' The fox said, 'First, I wish that we had never met! Second, I wish you had been blind when we did meet! Third, and last of all, I hope that you do not live out this year, so that we will never meet again!' ",415.0,106.0
38,wolf,0,the lion and the unicorn,http://mythfolklore.net/aesopica/oxford/110.htm,"['lion', 'unicorn']","One day the lion pretended to be sick and went limping up to the unicorn, his chief enemy. He greeted the unicorn and said to him, 'Let us put aside all that we have done in the past, because I am no longer able to harm anyone at all. As you can see, I am old and suffering from various ailments. But before I die, I would very much like to speak with my wife who is out in the desert. So, kind sir, if I might be so bold, I would like to borrow your horn to use as a walking stick on my journey since it is just the right length and very sturdy. I promise to return it to you as soon as I reach my wife; I give you my word.' The unicorn believed the lion and pitied his feigned distress, so he loaned the lion his horn and was thus left defenceless. The lion then inflicted a serious wound on the unicorn and laid him low. The unicorn said, 'You are guilty not so much of cruelty as of treachery, since you repaid my favour with wickedness and betrayed the promise you made me.' The lion said, 'You fool, don't you know that the saying: / The man who prolongs his enemy's life / Takes something from his own; clemency does not entail / Showing mercy to one's enemies.' / The unicorn replied, 'You traitor, don't you know that in the same book it is written: / Let the victory which we contrive by the sword / Be an honourable victory or no victory at all; / Let not posterity read that I won by guile; no perfidy / Should obscure my triumph.' Therefore, as we read in Ecclesiasticus XII: Do not ever trust your enemy. Always protect yourself from him, even if he comes to you humble and supplicating. The truth of this is plain to see.",1636.0,369.0
38,shepherd,0,the eagle and the crow,http://mythfolklore.net/aesopica/oxford/111.htm,"['eagle', 'crow']","No one is sufficiently well armed against the high and the mighty, and if there is a malicious advisor involved as well, then whoever falls victim to their criminal forces will be destroyed. An eagle carried a tortoise high up into the air but the tortoise's flesh was hidden inside a home of horn, tucked away safely inside so no harm could come to it. A crow then arrived on the scene and as she winged her way past the eagle she said, 'Well now, you have grasped an excellent prize in your talons, but unless I show you what to do with it, its weight will exhaust you to no avail.' When the eagle promised to share with the crow, the crow advised her to drop the hard shell from the starry heights down onto the rocks. After the shell had been shattered, the tortoise's meat would be easily consumed. The eagle was persuaded by the crow's clever counsel and carried out the plan, generously sharing the feast with her teacher. Thus even something protected by a gift of nature was no match for these two, and the tortoise died a pitiful death. ",1047.0,216.0
